review,aspect,category
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE#GENERAL:positive
"The food was very good, a great deal, and the place its self was great.",food,FOOD#QUALITY:positive
"The food was very good, a great deal, and the place its self was great.",food,FOOD#PRICES:positive
"The food was very good, a great deal, and the place its self was great.",place,AMBIENCE#GENERAL:positive
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE#GENERAL:positive
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,SERVICE#GENERAL:negative
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,RESTAURANT#GENERAL:positive
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE#GENERAL:negative
"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE#GENERAL:negative
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE#GENERAL:negative
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE#GENERAL:negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,SERVICE#GENERAL:negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,RESTAURANT#GENERAL:positive
Pizza here is consistently good.,Pizza,FOOD#QUALITY:positive
Salads are a delicious way to begin the meal.,Salads,FOOD#QUALITY:positive
You should pass on the calamari.,calamari,FOOD#QUALITY:negative
It is thick and slightly soggy.,NULL,FOOD#QUALITY:negative
Decor is charming.,Decor,AMBIENCE#GENERAL:positive
Service is average.,Service,SERVICE#GENERAL:neutral
What a great place.,place,RESTAURANT#GENERAL:positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,AMBIENCE#GENERAL:positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",NULL,RESTAURANT#PRICES:positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,FOOD#QUALITY:positive
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",NULL,SERVICE#GENERAL:neutral
I would definitely recommend SEA if you like thai cuisine!,thai cuisine,FOOD#QUALITY:positive
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE#GENERAL:negative
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE#GENERAL:negative
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",NULL,SERVICE#GENERAL:negative
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",NULL,SERVICE#GENERAL:negative
Never again!,NULL,RESTAURANT#GENERAL:negative
I absolutely Loved this place.,place,RESTAURANT#GENERAL:positive
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,AMBIENCE#GENERAL:positive
"Excellent atmosphere, delicious dishes good and friendly service.",dishes,FOOD#QUALITY:positive
"Excellent atmosphere, delicious dishes good and friendly service.",service,SERVICE#GENERAL:positive
this is can became on e of the NY Italian Food fare institutions.,NULL,RESTAURANT#GENERAL:positive
I think that it is absolutely brilliant and well runned business operation.,NULL,RESTAURANT#GENERAL:positive
The wine list is also really nice.,wine list,DRINKS#STYLE_OPTIONS:positive
"Everything was wonderful; food, drinks, staff, mileau.",NULL,RESTAURANT#GENERAL:positive
"Everything was wonderful; food, drinks, staff, mileau.",food,FOOD#QUALITY:positive
"Everything was wonderful; food, drinks, staff, mileau.",drinks,DRINKS#QUALITY:positive
"Everything was wonderful; food, drinks, staff, mileau.",staff,SERVICE#GENERAL:positive
"Everything was wonderful; food, drinks, staff, mileau.",mileau,AMBIENCE#GENERAL:positive
I would highly recommend this place!,place,RESTAURANT#GENERAL:positive
I have been to Casimir over 5 times and I have always had a great time there.,Casimir,RESTAURANT#GENERAL:positive
The food is great and reasonably priced.,food,FOOD#QUALITY:positive
The food is great and reasonably priced.,food,FOOD#PRICES:positive
"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE#GENERAL:negative
"If the weather is nice, try to snag an outside table.",outside table,AMBIENCE#GENERAL:positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,SERVICE#GENERAL:positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,SERVICE#GENERAL:negative
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,AMBIENCE#GENERAL:negative
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,NULL,RESTAURANT#GENERAL:positive
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,FOOD#QUALITY:positive
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,SERVICE#GENERAL:positive
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE#GENERAL:positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,FOOD#QUALITY:positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,SERVICE#GENERAL:positive
Nice Family owned traditional restaurant.,restaurant,RESTAURANT#GENERAL:positive
Fresh ingredients and everything is made to order.,ingredients,FOOD#QUALITY:positive
Fresh ingredients and everything is made to order.,NULL,FOOD#QUALITY:positive
I was pleasantly surprised to find this gem in Hoboken.,NULL,RESTAURANT#GENERAL:positive
Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE#GENERAL:positive
"I found the food to be outstanding, particulary the salmon dish I had.",food,FOOD#QUALITY:positive
"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,FOOD#QUALITY:positive
"I also ordered the Change Mojito, which was out of this world.",Change Mojito,DRINKS#QUALITY:positive
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,FOOD#QUALITY:neutral
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,AMBIENCE#GENERAL:positive
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,AMBIENCE#GENERAL:positive
"Overall, excellent restaurant!",restaurant,RESTAURANT#GENERAL:positive
The food was good.,food,FOOD#QUALITY:positive
The place was nice and calm.,place,AMBIENCE#GENERAL:positive
but the service was a bit slow.,service,SERVICE#GENERAL:negative
The buffet had a nice selection.,buffet,FOOD#STYLE_OPTIONS:positive
The food was average or above including some surprising tasty dishes.,food,FOOD#QUALITY:positive
The food was average or above including some surprising tasty dishes.,dishes,FOOD#QUALITY:positive
Service was also very good.,Service,SERVICE#GENERAL:positive
I would go back.,NULL,RESTAURANT#GENERAL:positive
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,FOOD#QUALITY:positive
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,FOOD#QUALITY:positive
"I would recommend Roxy's for that, but not for their food.",food,FOOD#QUALITY:negative
"I would recommend Roxy's for that, but not for their food.",NULL,FOOD#QUALITY:positive
My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,FOOD#STYLE_OPTIONS:neutral
"But, they were too big for the bun.",NULL,FOOD#STYLE_OPTIONS:negative
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,FOOD#STYLE_OPTIONS:negative
Also they were $15 each!,NULL,FOOD#PRICES:negative
I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,FOOD#STYLE_OPTIONS:neutral
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,NULL,FOOD#PRICES:neutral
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,NULL,FOOD#QUALITY:negative
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,FOOD#QUALITY:negative
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,AMBIENCE#GENERAL:positive
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,FOOD#QUALITY:negative
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,FOOD#QUALITY:negative
And the Tom Kha soup was pathetic.,Tom Kha soup,FOOD#QUALITY:negative
If you want good authentic Thai this place is not the place to go.,Thai,FOOD#QUALITY:negative
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,FOOD#QUALITY:positive
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,FOOD#QUALITY:positive
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,FOOD#QUALITY:positive
"Conveniently located too, being right on Bedford ave.",NULL,LOCATION#GENERAL:positive
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,AMBIENCE#GENERAL:positive
I will definetly be going back.,NULL,RESTAURANT#GENERAL:positive
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,FOOD#QUALITY:positive
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",NULL,FOOD#STYLE_OPTIONS:negative
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,FOOD#STYLE_OPTIONS:positive
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,FOOD#QUALITY:positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,FOOD#QUALITY:positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,FOOD#QUALITY:positive
We waited at the bar and had martinis that were just right.,martinis,DRINKS#QUALITY:positive
We will be back.,NULL,RESTAURANT#GENERAL:positive
love the food.,food,FOOD#QUALITY:positive
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,FOOD#QUALITY:positive
and you can't beat the prices.,NULL,RESTAURANT#PRICES:positive
highly recommended.,NULL,RESTAURANT#GENERAL:positive
